Block,288,448,3B465A03,0,1,1,4294967295,0,0
Block,320,448,8B332D6F,0,1,1,4294967295,0,0
Block,352,448,D0C120B5,0,1,1,4294967295,0,0
Block,384,448,01AC7026,0,1,1,4294967295,0,0
Block,384,352,6812B875,0,1,1,4294967295,0,0
Block,384,384,B1CAB001,0,1,1,4294967295,0,0
Block,384,416,5F71D449,0,1,1,4294967295,0,0
Block,320,416,5EE13FCB,0,1,1,4294967295,0,0
Block,352,416,32CC57E2,0,1,1,4294967295,0,0
Block,352,384,57D7CF5F,0,1,1,4294967295,0,0
Block,416,352,F53432A3,0,1,1,4294967295,0,0
Block,416,384,C6E1221B,0,1,1,4294967295,0,0
Block,416,416,249EC0AA,0,1,1,4294967295,0,0
Block,416,448,33B74324,0,1,1,4294967295,0,0
Block,448,448,90C1930C,0,1,1,4294967295,0,0
Block,416,320,65EC3AFD,0,1,1,4294967295,0,0
Block,448,320,3ECCCBC4,0,1,1,4294967295,0,0
Block,448,352,45490DFB,0,1,1,4294967295,0,0
Block,448,384,4A4BDDA5,0,1,1,4294967295,0,0
Block,448,416,E287D193,0,1,1,4294967295,0,0
Block,480,352,E9A6E522,0,1,1,4294967295,0,0
Block,480,384,605BA533,0,1,1,4294967295,0,0
Block,480,416,41F64A6D,0,1,1,4294967295,0,0
Block,480,448,C0302A12,0,1,1,4294967295,0,0
Block,512,384,A5FABE1B,0,1,1,4294967295,0,0
Block,512,416,41C2C089,0,1,1,4294967295,0,0
Block,544,416,732E0730,0,1,1,4294967295,0,0
Block,544,448,D48B1949,0,1,1,4294967295,0,0
Block,576,448,643A3F6A,0,1,1,4294967295,0,0
Block,512,448,B30DA55B,0,1,1,4294967295,0,0
Block,-32,480,588A955C,0,1,1,4294967295,0,0
Block,0,480,B3628F7E,0,1,1,4294967295,0,0
Block,32,480,D38554A9,0,1,1,4294967295,0,0
Block,64,480,93746475,0,1,1,4294967295,0,0
Block,96,480,0D78B687,0,1,1,4294967295,0,0
Block,128,480,189D7E7D,0,1,1,4294967295,0,0
Block,160,480,86CFB040,0,1,1,4294967295,0,0
Block,192,480,39766E8A,0,1,1,4294967295,0,0
Block,224,480,3E9614D8,0,1,1,4294967295,0,0
Block,256,480,99191546,0,1,1,4294967295,0,0
Block,288,480,5F4A4CA8,0,1,1,4294967295,0,0
Block,320,480,05A46336,0,1,1,4294967295,0,0
Block,352,480,88EC327B,0,1,1,4294967295,0,0
Block,384,480,7A5A8E5C,0,1,1,4294967295,0,0
Block,416,480,8BB99F63,0,1,1,4294967295,0,0
Block,448,480,25AA8F4B,0,1,1,4294967295,0,0
Block,480,480,224474EB,0,1,1,4294967295,0,0
Block,512,480,6BFE7C09,0,1,1,4294967295,0,0
Block,544,480,7E53738D,0,1,1,4294967295,0,0
Block,576,480,959F5432,0,1,1,4294967295,0,0
Block,608,480,630B6E22,0,1,1,4294967295,0,0
Block,640,480,0BAC1B9D,0,1,1,4294967295,0,0
Block,672,480,F0359075,0,1,1,4294967295,0,0
Block,704,480,0D57317D,0,1,1,4294967295,0,0
Block,736,480,EC218789,0,1,1,4294967295,0,0
Block,768,480,C45B0112,0,1,1,4294967295,0,0
TextDraw,16,16,4B2C9F0F,0,1,1,4294967295,0,1
BloodEmitter,320,384,5F506977,0,1,1,4294967295,0,0
IntroWarp,224,512,0AB21F35,0,1,1,4294967295,0,1
BloodEmitter,576,352,4433B7BE,0,1,1,4294967295,0,0
