tileOrderB,288,512,0,0,32,32,0,1,1,4294967295
tileOrderB,160,576,0,0,32,32,0,1,1,4294967295
tileOrderB,192,576,0,0,32,32,0,1,1,4294967295
tileOrderB,224,576,0,0,32,32,0,1,1,4294967295
tileOrderB,256,576,0,0,32,32,0,1,1,4294967295
tileOrderB,224,544,0,0,32,32,0,1,1,4294967295
tileOrderB,256,544,0,0,32,32,0,1,1,4294967295
tileOrderB,512,544,0,0,32,32,0,1,1,4294967295
tileOrderB,544,544,0,0,32,32,0,1,1,4294967295
tileOrderB,608,576,0,0,32,32,0,1,1,4294967295
tileOrderB,576,576,0,0,32,32,0,1,1,4294967295
tileOrderB,512,576,0,0,32,32,0,1,1,4294967295
tileOrderB,544,576,0,0,32,32,0,1,1,4294967295
