Warp,544,352,E87099C3,0,1,1,4294967295,0,0
Autotiler,0,0,E883BB22,0,1,1,4294967295,0,1
Block,0,32,003F7A19,0,1,17,4294967295,0,0
Block,0,576,001A25E1,0,16,1,4294967295,0,0
Block,768,32,00401B8D,0,1,17,4294967295,0,0
Block,0,0,00256BF1,0,6,1,4294967295,0,0
Block,32,448,6F1E96FA,0,1,1,4294967295,0,0
Block,64,448,0B11D9A6,0,1,1,4294967295,0,0
Block,96,448,34FA7AF5,0,1,1,4294967295,0,0
Block,128,448,5F382C11,0,1,1,4294967295,0,0
Block,192,512,7A467538,0,1,1,4294967295,0,0
Block,224,512,AF996ECD,0,1,1,4294967295,0,0
Block,256,512,DFB80EBD,0,1,1,4294967295,0,0
Block,288,512,4C57E8F1,0,1,1,4294967295,0,0
Block,320,512,5AD76532,0,1,1,4294967295,0,0
Block,384,544,12CE5A86,0,1,1,4294967295,0,0
Block,384,512,EC5E8222,0,1,1,4294967295,0,0
Block,384,480,CB91FD6E,0,1,1,4294967295,0,0
Block,384,448,F2D0398C,0,1,1,4294967295,0,0
Block,384,416,4F3B1476,0,1,1,4294967295,0,0
Block,384,352,4542A7E1,0,1,1,4294967295,0,0
Block,320,480,80ADDECB,0,1,1,4294967295,0,0
Block,320,448,E1CC0BED,0,1,1,4294967295,0,0
Block,320,416,45C67793,0,1,1,4294967295,0,0
Block,384,320,19178F4E,0,1,1,4294967295,0,0
Block,352,320,54E67E3C,0,1,1,4294967295,0,0
Block,320,320,69B01F21,0,1,1,4294967295,0,0
Block,288,320,B650F6B4,0,1,1,4294967295,0,0
Block,256,320,0BAA57A6,0,1,1,4294967295,0,0
Block,224,320,C9346970,0,1,1,4294967295,0,0
Block,192,320,4D379DA6,0,1,1,4294967295,0,0
Block,192,480,57676E68,0,1,1,4294967295,0,0
Block,160,448,47C53696,0,1,1,4294967295,0,0
Block,192,448,787732B5,0,1,1,4294967295,0,0
Block,256,384,C3C0D5F4,0,1,1,4294967295,0,0
Block,320,384,03134ECC,0,1,1,4294967295,0,0
Block,256,416,778AA9ED,0,1,1,4294967295,0,0
Block,256,448,4AB642CA,0,1,1,4294967295,0,0
Block,384,384,EDA62624,0,1,1,4294967295,0,0
Block,160,416,AEC30F54,0,1,1,4294967295,0,0
Block,160,384,9EB5591B,0,1,1,4294967295,0,0
Block,160,320,6EAA2D89,0,1,1,4294967295,0,0
Block,128,320,6BD94263,0,1,1,4294967295,0,0
Block,96,320,1782F2F4,0,1,1,4294967295,0,0
Block,64,320,719613C0,0,1,1,4294967295,0,0
Block,64,352,282B4A30,0,1,1,4294967295,0,0
Block,64,288,84C60B31,0,1,1,4294967295,0,0
Block,32,224,035C3DAE,0,1,1,4294967295,0,0
Block,64,224,324BA73E,0,1,1,4294967295,0,0
Block,96,224,235DEAB6,0,1,1,4294967295,0,0
Block,224,288,6769CBFA,0,1,1,4294967295,0,0
Block,128,224,DE70A458,0,1,1,4294967295,0,0
Block,192,224,F6CD6BC8,0,1,1,4294967295,0,0
Block,256,224,5B550277,0,1,1,4294967295,0,0
Block,288,256,A6A9035F,0,1,1,4294967295,0,0
Block,288,224,4BCB911C,0,1,1,4294967295,0,0
Block,192,128,9959B2D2,0,1,1,4294967295,0,0
Block,224,128,B92F5296,0,1,1,4294967295,0,0
Block,256,128,A6AA03DE,0,1,1,4294967295,0,0
Block,192,192,5B4C7DAF,0,1,1,4294967295,0,0
Block,256,160,9B2DB862,0,1,1,4294967295,0,0
Block,128,128,DBA127ED,0,1,1,4294967295,0,0
Block,96,160,AFF6EA5B,0,1,1,4294967295,0,0
Block,64,160,2C5396BD,0,1,1,4294967295,0,0
Block,96,64,430DF052,0,1,1,4294967295,0,0
Block,64,64,0FA0D761,0,1,1,4294967295,0,0
Block,160,224,BE7A990F,0,1,1,4294967295,0,0
Block,160,192,9A7B8D6C,0,1,1,4294967295,0,0
Block,160,128,BF6D6008,0,1,1,4294967295,0,0
Block,96,128,BEC65781,0,1,1,4294967295,0,0
Block,96,96,8FF3EA1A,0,1,1,4294967295,0,0
Block,160,64,CB9CCADA,0,1,1,4294967295,0,0
Block,384,96,3FB43BF1,0,1,1,4294967295,0,0
Block,416,96,41F68572,0,1,1,4294967295,0,0
Block,448,96,E9C97823,0,1,1,4294967295,0,0
Block,512,96,CAAC4870,0,1,1,4294967295,0,0
Block,544,96,875094B9,0,1,1,4294967295,0,0
Block,608,96,B2A322C5,0,1,1,4294967295,0,0
Block,640,96,100463BA,0,1,1,4294967295,0,0
Block,704,96,49BD40DE,0,1,1,4294967295,0,0
Block,736,96,41D63CB1,0,1,1,4294967295,0,0
Block,512,128,803A53F9,0,1,1,4294967295,0,0
Block,512,160,FA8B9611,0,1,1,4294967295,0,0
Block,608,128,09E276B8,0,1,1,4294967295,0,0
Block,608,160,ABDC1163,0,1,1,4294967295,0,0
Block,640,128,1E2B6F05,0,1,1,4294967295,0,0
Block,704,160,4AE46852,0,1,1,4294967295,0,0
Block,704,192,C4C0D3B5,0,1,1,4294967295,0,0
Block,544,160,458978F7,0,1,1,4294967295,0,0
Block,640,160,498944F0,0,1,1,4294967295,0,0
Block,480,160,9F8DE93D,0,1,1,4294967295,0,0
Block,448,160,398337F5,0,1,1,4294967295,0,0
Block,352,96,5E1CCA01,0,1,1,4294967295,0,0
Block,320,96,26393708,0,1,1,4294967295,0,0
Block,256,96,56EEAD13,0,1,1,4294967295,0,0
Block,288,96,5DDC074A,0,1,1,4294967295,0,0
Block,256,32,EC6976AE,0,1,1,4294967295,0,0
Block,224,96,FECEE40C,0,1,1,4294967295,0,0
Block,224,224,0D483709,0,1,1,4294967295,0,0
Block,384,288,2C613A43,0,1,1,4294967295,0,0
Block,384,128,8922ABF1,0,1,1,4294967295,0,0
Block,384,160,1F723E18,0,1,1,4294967295,0,0
Block,384,192,2C380451,0,1,1,4294967295,0,0
Block,384,224,4AE51FFB,0,1,1,4294967295,0,0
Block,384,256,A71CCE61,0,1,1,4294967295,0,0
Block,448,192,670E0962,0,1,1,4294967295,0,0
Block,416,256,EEE40FBD,0,1,1,4294967295,0,0
Block,448,256,8C4A8750,0,1,1,4294967295,0,0
Block,256,0,576355F5,0,17,1,4294967295,0,0
Block,160,32,D92D87CF,0,1,1,4294967295,0,0
Block,512,256,B6A0C408,0,1,1,4294967295,0,0
Block,640,192,2F513A1B,0,1,1,4294967295,0,0
Block,576,288,3EA3A898,0,1,1,4294967295,0,0
Block,480,192,EF9BA38D,0,1,1,4294967295,0,0
Block,512,192,89A7F3F9,0,1,1,4294967295,0,0
Block,512,224,E6466313,0,1,1,4294967295,0,0
Block,448,288,349EB8E0,0,1,1,4294967295,0,0
Block,416,352,47CF13BF,0,1,1,4294967295,0,0
Block,544,320,33EA71A4,0,1,1,4294967295,0,0
Block,512,384,18B2893B,0,1,1,4294967295,0,0
Block,512,416,098E5257,0,1,1,4294967295,0,0
Block,512,352,54D169AB,0,1,1,4294967295,0,0
Block,480,448,DD26158F,0,1,1,4294967295,0,0
Block,512,448,1287D4D3,0,1,1,4294967295,0,0
Block,416,288,F60AF90B,0,1,1,4294967295,0,0
Block,448,448,4F1AC76D,0,1,1,4294967295,0,0
Block,640,256,ACC41ED8,0,1,1,4294967295,0,0
Block,640,288,20473B81,0,1,1,4294967295,0,0
Block,704,224,19977D90,0,1,1,4294967295,0,0
Block,704,288,BF5FA329,0,1,1,4294967295,0,0
Block,704,352,9F9BA52E,0,1,1,4294967295,0,0
Block,704,416,B402C46D,0,1,1,4294967295,0,0
Block,576,416,1789B31F,0,1,1,4294967295,0,0
Block,672,352,92F21101,0,1,1,4294967295,0,0
Block,576,320,6A6EF0FA,0,1,1,4294967295,0,0
Block,640,352,0EE6AA58,0,1,1,4294967295,0,0
Block,576,384,CD268199,0,1,1,4294967295,0,0
Block,576,352,3DCE34B5,0,1,1,4294967295,0,0
Block,640,480,B565C737,0,1,1,4294967295,0,0
Block,704,480,AA68296B,0,1,1,4294967295,0,0
Block,576,480,08D91BB3,0,1,1,4294967295,0,0
Block,544,480,526320E2,0,1,1,4294967295,0,0
Block,576,512,19E0241D,0,1,1,4294967295,0,0
Block,640,512,F458DAA8,0,1,1,4294967295,0,0
Block,640,384,9B00FE09,0,1,1,4294967295,0,0
Block,640,416,208E2951,0,1,1,4294967295,0,0
Block,640,576,DEFCB7C8,0,1,1,4294967295,0,0
Block,672,576,2E2CCCC9,0,1,1,4294967295,0,0
Block,704,576,3C7E0431,0,1,1,4294967295,0,0
Block,736,576,883043BE,0,1,1,4294967295,0,0
Block,768,576,7F6E92C8,0,1,1,4294967295,0,0
Block,672,480,78ED88A9,0,1,1,4294967295,0,0
Block,704,512,04267F74,0,1,1,4294967295,0,0
Block,480,512,8F519F42,0,1,1,4294967295,0,0
Block,576,576,F13D25C1,0,1,1,4294967295,0,0
Block,448,416,F343ED39,0,1,1,4294967295,0,0
Block,512,288,38D2A1BF,0,1,1,4294967295,0,0
Block,512,320,BC90DC8E,0,1,1,4294967295,0,0
Block,608,192,C7E4E060,0,1,1,4294967295,0,0
MusicPlayer,32,544,003C2ED2,0,1,1,4294967295,0,1
SaveBook,112,544,6E764A9B,0,1,1,4294967295,0,0
Skinner,32,480,C46FE771,0,1,1,4294967295,0,1
FieldR,192,544,A513BF1C,0,1,1,4294967295,0,0
FieldR,224,544,ADE4FB39,0,1,1,4294967295,0,0
FieldR,256,544,B21700BB,0,1,1,4294967295,0,0
FieldR,288,544,B7C40C11,0,1,1,4294967295,0,0
FieldR,320,544,8B11F24F,0,1,1,4294967295,0,0
FieldU,352,416,EE3961F0,0,1,1,4294967295,0,0
FieldU,352,352,BB06B5A3,0,1,1,4294967295,0,0
FieldU,320,352,555D0571,0,1,1,4294967295,0,0
FieldU,288,352,02072B70,0,1,1,4294967295,0,0
FieldU,256,352,0C7AB9FA,0,1,1,4294967295,0,0
FieldD,192,416,A3D05379,0,1,1,4294967295,0,0
FieldD,224,416,CFE2A15A,0,1,1,4294967295,0,0
FieldD,224,448,39FA86AB,0,1,1,4294967295,0,0
FieldR,224,480,A30137C6,0,1,1,4294967295,0,0
FieldR,256,480,DFFF06FB,0,1,1,4294967295,0,0
FieldR,288,480,1A980213,0,1,1,4294967295,0,0
FieldU,352,384,60B28942,0,1,1,4294967295,0,0
FieldU,288,384,148F3A76,0,1,1,4294967295,0,0
FieldL,160,352,09762278,0,1,1,4294967295,0,0
